ID,Text
Sib_05-m.eaf,там очень много грибов
Sib_05-m.eaf,очень красиво
Sib_05-m.eaf,и
Sib_05-m.eaf,ну в общем стоит туда съездить.
Sib_05-m.eaf,Ехали мы ехали
Sib_05-m.eaf,проехали там километров девяносто!
Sib_05-m.eaf,Приехали на какие-то озёра
Sib_05-m.eaf,заехали в лес
Sib_05-m.eaf,увидели там ну не очень интересную картину.
Sib_05-m.eaf,Страшную даже можно сказать там:
Sib_05-m.eaf,горелый лес
Sib_05-m.eaf,бутылки
Sib_05-m.eaf,грибов мало.
Sib_05-m.eaf,Проехали наверное километров пятнадцать по лесу
Sib_05-m.eaf,заехали в какую-то деревню...
Sib_05-m.eaf,Очень страшную деревню
Sib_05-m.eaf,не дай бог к туда вам заехать если
Sib_05-m.eaf,кто меня будет слышать
Sib_05-m.eaf,называется Додо-Гол.
Sib_05-m.eaf,Потом помяли машину.
Sib_05-m.eaf,Что прискорбно.
Sib_05-m.eaf,Ну после того мы уехали на наше старое место
Sib_05-m.eaf,очень даже прекрасное
Sib_05-m.eaf,К сожалению мы заблудилися
Sib_05-m.eaf,и плутали по лесу наверно часа полтора
Sib_05-m.eaf,да?
Sib_05-m.eaf,Н-да...
Sib_05-m.eaf,Намотали лишних наверно километров семьдесят точно
Sib_05-m.eaf,нь
Sib_05-m.eaf,ну не семьдесят
Sib_05-m.eaf,пятьдесят.
Sib_05-m.eaf,Сожгли бензину...
Sib_05-m.eaf,А а о кстати
Sib_05-m.eaf,есть одна интересная история:
Sib_05-m.eaf,когда мы проезжали одну очень большую лужу
Sib_05-m.eaf,Вообще
Sib_05-m.eaf,страшно мы её проезжали
Sib_05-m.eaf,мы проезжали где-то под сорок пять градусов
Sib_05-m.eaf,на машине
Sib_05-m.eaf,и Александр
Sib_05-m.eaf,мой товарищ
Sib_05-m.eaf,так испугался
Sib_05-m.eaf,что вцепился в руль
Sib_05-m.eaf,состряпал такое лицо
Sib_05-m.eaf,и говорит
Sib_05-m.eaf,Никуда не едь
Sib_05-m.eaf,вылез быстренько из машины
Sib_05-m.eaf,и убежал!
Sib_05-m.eaf,Пришлось Коле одному перебираться через лужу
Sib_05-m.eaf,а все переходили пешком.
Sib_05-m.eaf,Вот такие у меня друзья и родственники.
Sib_05-m.eaf,Кинули блин
Sib_05-m.eaf,товарища в трудную минуту
Sib_05-m.eaf,и смотрели
Sib_05-m.eaf,как он погибает в одну каску!
Sib_05-m.eaf,Ну всё-таки мы нашли этот место
Sib_05-m.eaf,набрали очень ну не очень
Sib_05-m.eaf,но прилично грибов
Sib_05-m.eaf,н-да...
Sib_05-m.eaf,Так что вот там хорошо отдохнули
Sib_05-m.eaf,у нас к сожалению не было фотоаппарата
Sib_05-m.eaf,чтоб пофотографироваться.
Sib_05-m.eaf,Думаю
Sib_05-m.eaf,получились бы прикольные фотографии...
Sib_05-m.eaf,И времени кстати было мало!
Sib_05-m.eaf,Чтобы отдохнуть
Sib_05-m.eaf,если б поехали бы с утра
Sib_05-m.eaf,было намного бы лучше.
Sib_05-m.eaf,Там бы и посидели
Sib_05-m.eaf,и пикник бы небольшой устроили б...
Sib_05-m.eaf,Можно бы даже костерочек разжечь
Sib_05-m.eaf,да?
Sib_05-m.eaf,Ч
Sib_05-m.eaf,Чайку бы сварили...
Sib_05-m.eaf,Потом нам позвонили
Sib_05-m.eaf,сказали
Sib_05-m.eaf,что В горы идёт сильный дождь
Sib_05-m.eaf,вам лучше сваливать оттуда!
Sib_05-m.eaf,Мы как добрые люди испугались
Sib_05-m.eaf,и быстрее из леса бежать!
Sib_05-m.eaf,Постояли воз мм ле машины
Sib_05-m.eaf,увидели
Sib_05-m.eaf,как мимо нас проходит дождик где-то над городом
Sib_05-m.eaf,и поехали домой.
Sib_05-m.eaf,Потом долго и мучительно мыли грибы...
Sib_05-m.eaf,Саша потом звонил
Sib_05-m.eaf,спрашивал
Sib_05-m.eaf,как же их солить
Sib_05-m.eaf,ложить кверху шляпками или наоборот!
Sib_05-m.eaf,Да...
Sib_05-m.eaf,Нало наложил всяко разного наверно.
Sib_05-m.eaf,Да?
Sib_05-m.eaf,Так что так вот мы съездили за грибами.
Sib_07-f.eaf,Я работала в экспедиции в павлодарской
Sib_07-f.eaf,гидрогеологической
Sib_07-f.eaf,ээ было
Sib_07-f.eaf,как сейчас помню
Sib_07-f.eaf,тридцатое декабря
Sib_07-f.eaf,девяносто первого года.
Sib_07-f.eaf,Всей конторой соответственно мы отметили Новый год
Sib_07-f.eaf,встречу Нового года
Sib_07-f.eaf,и вышли на улицу
Sib_07-f.eaf,Нас забирал автобус
Sib_07-f.eaf,вывозил в город
Sib_07-f.eaf,десять километров от города было.
Sib_07-f.eaf,вышли мы все хором
Sib_07-f.eaf,вся контора
Sib_07-f.eaf,кто в город едет
Sib_07-f.eaf,стоим
Sib_07-f.eaf,ожидаем автобус
Sib_07-f.eaf,а водитель задержался
Sib_07-f.eaf,жену возил.
Sib_07-f.eaf,Вдруг смотрим:
Sib_07-f.eaf,высоко в небе
Sib_07-f.eaf,высоко-высоко в небе!
Sib_07-f.eaf,появился такой яркияркий пучок света.
Sib_07-f.eaf,Высокий такой высокий!
Sib_07-f.eaf,Мы все подняли голос
Sib_07-f.eaf,сначала стали смеяться
Sib_07-f.eaf,говорит Мы Ну достаточно наверно выпили
Sib_07-f.eaf,что у нас такие галлюцинации.
Sib_07-f.eaf,потом сказали
Sib_07-f.eaf,Нет
Sib_07-f.eaf,двадцать человек
Sib_07-f.eaf,галлюцинаций не может быть!
Sib_07-f.eaf,Посмотрели в небо
Sib_07-f.eaf,он напротив нас
Sib_07-f.eaf,прямо над нами так
Sib_07-f.eaf,завис остановился
Sib_07-f.eaf,пучок стал такой яркий
Sib_07-f.eaf,по диаметру как мы стояли
Sib_07-f.eaf,нас всех так этот пучок всех осветил.
Sib_07-f.eaf,Постояли
Sib_07-f.eaf,порассуждали
Sib_07-f.eaf,нам показалось
Sib_07-f.eaf,было долго
Sib_07-f.eaf,наутро в газетах появилось сообщение.
Sib_07-f.eaf,Что значит свет этот был в течение где-то двух минут
Sib_07-f.eaf,видели не только мы его
Sib_07-f.eaf,то есть он прошёл над городом
Sib_07-f.eaf,и почему-то вот видели именно такие большие группы людей.
Sib_07-f.eaf,Всё заметочка в газете прошла
Sib_07-f.eaf,через два дня появилось опровержение
Sib_07-f.eaf,У нас же там базы военные все стоят
Sib_07-f.eaf,Семипалатинский полигон.
Sib_07-f.eaf,Соответственно много всяких испытаний было.
Sib_07-f.eaf,наутро опровержение
Sib_07-f.eaf,что это наверно военные.
Sib_07-f.eaf,У нас так развлекались перед Новым годом...
Sib_07-f.eaf,Ну и в результате так никто и не выяснил:
Sib_07-f.eaf,что это было
Sib_07-f.eaf,как это было...
Sib_07-f.eaf,Потом мы на этом же полигоне делали съёмку.
Sib_07-f.eaf,Мужчины наши отказались ехать
Sib_07-f.eaf,Радиоактивная съёмка такая
Sib_07-f.eaf,не очень хорошее дело.
Sib_07-f.eaf,Когда мы туда поехали
Sib_07-f.eaf,нас сразу предупредили
Sib_07-f.eaf,что из воды из водоемов не пить
Sib_07-f.eaf,рыбу не ловить.
Sib_07-f.eaf,Соответственно.
Sib_07-f.eaf,Поехали мы женщины
Sib_07-f.eaf,и молодой человек вызвался
Sib_07-f.eaf,наш водитель...
Sib_07-f.eaf,Приехали мы туда
Sib_07-f.eaf,там идеально ровные по диаметру вот эти озёра
Sib_07-f.eaf,вода там изумрудная вот!
Sib_07-f.eaf,даже в Байкале такой нет
Sib_07-f.eaf,цвет такой очень яркий
Sib_07-f.eaf,такой насыщенный.
Sib_07-f.eaf,Соответственно мальчики решили проверить
Sib_07-f.eaf,Димка сразу забросил удочку
Sib_07-f.eaf,поймал рыбу
Sib_07-f.eaf,ну рыба обыкновенная
Sib_07-f.eaf,только крупная такая
Sib_07-f.eaf,никаких таких отклонений нет...
Sib_07-f.eaf,Было очень жарко
Sib_07-f.eaf,хотелось очень искупаться
Sib_07-f.eaf,но нам сказали
Sib_07-f.eaf,что У вас время вот буквально четыре часа.
Sib_07-f.eaf,то есть вы вот приехали
Sib_07-f.eaf,съёмку сделали
Sib_07-f.eaf,надо уехать.
Sib_07-f.eaf,Все фонят
Sib_07-f.eaf,мы з сняли замеры
Sib_07-f.eaf,как фонят
Sib_07-f.eaf,набрали пробы воды
Sib_07-f.eaf,и увезли.
Sib_07-f.eaf,Сдали отчёт
Sib_07-f.eaf,результаты нам конечно никто не рассказал.
Sib_07-f.eaf,Вот в принципе и всё.
Sib_07-f.eaf,Достаточно?
Sib_07-f.eaf,Ну всё.
Sib_12-f.eaf,Я так орать тут не буду громко
Sib_12-f.eaf,потому как все работают
Sib_12-f.eaf,о чём мне тебе рассказать?
Sib_12-f.eaf,Даже и не знаю.
Sib_12-f.eaf,Ну давай я тебе расскажу
Sib_12-f.eaf,как мы жили в детстве деревне.
Sib_12-f.eaf,Мы маленькие были с сестрой
Sib_12-f.eaf,мы собирали фантики
Sib_12-f.eaf,собирали фантики
Sib_12-f.eaf,и когда я рассказываю об этом случае
Sib_12-f.eaf,я говорю:
Sib_12-f.eaf,Как я ездила в Москву
Sib_12-f.eaf,первый раз в жизни
Sib_12-f.eaf,но не видела Москвы..
Sib_12-f.eaf,Мать с отцом взяли нас в Москву
Sib_12-f.eaf,всех троих детей
Sib_12-f.eaf,причём ээ мама не хотела
Sib_12-f.eaf,и ругалась
Sib_12-f.eaf,и говорила о том
Sib_12-f.eaf,что мы потом ещё весь мир посмотрим
Sib_12-f.eaf,а папа говорил:
Sib_12-f.eaf,Поля
Sib_12-f.eaf,Возьмём детей
Sib_12-f.eaf,потому что никто не знает
Sib_12-f.eaf,какая у них будет жизнь
Sib_12-f.eaf,и может они ничего не увидят.
Sib_12-f.eaf,Когда мы приехали в Москву
Sib_12-f.eaf,самая главная задача у нас с сестрой была собирать фантики.
Sib_12-f.eaf,Потому что в деревне
Sib_12-f.eaf,в нашем магазине
Sib_12-f.eaf,было два или три сорта конфет.
Sib_12-f.eaf,А фантики копили все наши подруги
Sib_12-f.eaf,и особым спросом пользовались квадратные фантики
Sib_12-f.eaf,их взять было негде!
Sib_12-f.eaf,И вот
Sib_12-f.eaf,мы когда поехали в Москву
Sib_12-f.eaf,это было основная задача
Sib_12-f.eaf,собирать фантики.
Sib_12-f.eaf,Мать очевидно знала
Sib_12-f.eaf,что мы можем это сделать
Sib_12-f.eaf,я плохо помню
Sib_12-f.eaf,но помню
Sib_12-f.eaf,что она била нас по рукам
Sib_12-f.eaf,и не разрешала
Sib_12-f.eaf,Она говорила
Sib_12-f.eaf,Вот!
Sib_12-f.eaf,посмотрите!
Sib_12-f.eaf,Какие дома.
Sib_12-f.eaf,но мы с Галечкой не смотрели ни на Кремль
Sib_12-f.eaf,ни на какие дома
Sib_12-f.eaf,мы смотрели себе под ноги
Sib_12-f.eaf,потому что нам надо было собирать фантики.
Sib_12-f.eaf,А у нас были вот такие длинные трусы
Sib_12-f.eaf,раньше были
Sib_12-f.eaf,на резинках
Sib_12-f.eaf,это было очень удобно
Sib_12-f.eaf,мы тихонько наклонялись
Sib_12-f.eaf,подбирали какой-нибудь фантик
Sib_12-f.eaf,и складывали его сюда под резинку в трусы!
Sib_12-f.eaf,а вечером вытаскивали это богатство
Sib_12-f.eaf,причём мы ходили
Sib_12-f.eaf,так нас родители водили
Sib_12-f.eaf,на экскурсию.
Sib_12-f.eaf,По Москве.
Sib_12-f.eaf,Экскурсию
Sib_12-f.eaf,и мы ничего не видели
Sib_12-f.eaf,потому что мы никуда не смотрели
Sib_12-f.eaf,мы только смотрели под ноги.
Sib_12-f.eaf,Но зато вечером у нас было такое торжество
Sib_12-f.eaf,когда мы эт ти фантики разглаживали
Sib_12-f.eaf,и мечтали
Sib_12-f.eaf,как мы поменяемся
Sib_12-f.eaf,какими этими
Sib_12-f.eaf,и мы в свою деревню привезли очень много новых фантиков.
Sib_12-f.eaf,Это как я видела Москву!
Sib_13-f.eaf,Родились мы с братом тысяча девятьсот сороковому сорокового сорокового года.
Sib_13-f.eaf,Исполнилось нам по одному году
Sib_13-f.eaf,нашего отца забрали на фронт.
Sib_13-f.eaf,И в тысяча девятьсот сорок втором году пришло извещение:
Sib_13-f.eaf,Погиб без вести.
Sib_13-f.eaf,И мама наша ещё беременна осталась оставалась
Sib_13-f.eaf,и родила ещё мальчика
Sib_13-f.eaf,но он правда недолго прожил
Sib_13-f.eaf,потому что мм холод
Sib_13-f.eaf,голод был.
Sib_13-f.eaf,И он умер
Sib_13-f.eaf,этот мальчик.
Sib_13-f.eaf,Назвали его И Ваня...
Sib_13-f.eaf,Ну
Sib_13-f.eaf,жить мы стали ну конечно бедно
Sib_13-f.eaf,голодно
Sib_13-f.eaf,холодно...
Sib_13-f.eaf,ели Ой ели мы
Sib_13-f.eaf,я помню
Sib_13-f.eaf,мам
Sib_13-f.eaf,мама варила нам крапиву
Sib_13-f.eaf,сначала в воде
Sib_13-f.eaf,потом воду сольёт
Sib_13-f.eaf,ну молока туда
Sib_13-f.eaf,Коровушка была у нас...
Sib_13-f.eaf,ну
Sib_13-f.eaf,ээ ели
Sib_13-f.eaf,питались этим...
Sib_13-f.eaf,Подо подорожник рвали
Sib_13-f.eaf,подорожником питались...
Sib_13-f.eaf,Жмыхом питались...
Sib_13-f.eaf,А зимой на поле замерзала картошка
Sib_13-f.eaf,Кучками замерзала
Sib_13-f.eaf,не успевали убирать
Sib_13-f.eaf,выкопать выкопают
Sib_13-f.eaf,а ээ убирать не нь не успевали.
Sib_13-f.eaf,Ну некому было
Sib_13-f.eaf,дети да и женщины...
Sib_13-f.eaf,ну и ну я с мамой ходила
Sib_13-f.eaf,за этой картошкой
Sib_13-f.eaf,мама вот кайлой долбила эту картошку
Sib_13-f.eaf,ну и мы её ту то приносили домой
Sib_13-f.eaf,и с этой кар ээ картошки она с делала лепё лепёшки
Sib_13-f.eaf,стряпала лепёшки.
Sib_13-f.eaf,Потом весной мы собирали колосья на поле...
Sib_13-f.eaf,Колосья-то мы ну насобираем
Sib_13-f.eaf,и там что ээ что сломим
Sib_13-f.eaf,что так...
Sib_13-f.eaf,Так
Sib_13-f.eaf,я помню
Sib_13-f.eaf,у нас печка была железная
Sib_13-f.eaf,жарили даже эту пшеницу на на плите.
Sib_13-f.eaf,Картошку кружочками жарили
Sib_13-f.eaf,ели
Sib_13-f.eaf,вот этим питались...
Sib_13-f.eaf,Ну
Sib_13-f.eaf,детство у нас конечно же всё голодное холодное было
Sib_13-f.eaf,ну мы не видели детства!
Sib_13-f.eaf,не было у нас детства!
Sib_13-f.eaf,Ну потом когда учиться пошли
Sib_13-f.eaf,как-то сидишь на уроке
Sib_13-f.eaf,и и есть хочется!
Sib_15-f.eaf,Когда началась война
Sib_15-f.eaf,мы жили в Москве
Sib_15-f.eaf,и нас эвакуировали на Алтай.
Sib_15-f.eaf,В Чемал.
Sib_15-f.eaf,Вот
Sib_15-f.eaf,я была маленькая
Sib_15-f.eaf,мне было пять лет.
Sib_15-f.eaf,Вот вот эти воспоминания
Sib_15-f.eaf,об этом времени
Sib_15-f.eaf,таком далёком
Sib_15-f.eaf,они меня вот так сказать на протяжении всей жизни не покидают.
Sib_15-f.eaf,ээ Воспоминания связаны с природой Алтая.
Sib_15-f.eaf,Что меня там потрясло
Sib_15-f.eaf,И на всю жизнь вот до сих пор я это помню
Sib_15-f.eaf,и как-то возвращается вот
Sib_15-f.eaf,картинками перед глазами
Sib_15-f.eaf,ощущениями...
Sib_15-f.eaf,вот этот Чемал
Sib_15-f.eaf,. с его Катунью
Sib_15-f.eaf,бурной
Sib_15-f.eaf,вот
Sib_15-f.eaf,высокий такой крутой берег
Sib_15-f.eaf,бурная такая совершенно река
Sib_15-f.eaf,и главное
Sib_15-f.eaf,весной
Sib_15-f.eaf,когда начинается цветение гор
Sib_15-f.eaf,Это вот
Sib_15-f.eaf,Больше никогда в жизни я этого нигде не видела
Sib_15-f.eaf,хотя была вот ээ з в на Кавказе
Sib_15-f.eaf,в Кисловодске
Sib_15-f.eaf,там в Пятигорске в этих местах
Sib_15-f.eaf,где-то в Крыму...
Sib_15-f.eaf,горы становились розового цвета.
Sib_15-f.eaf,Вот как
Sib_15-f.eaf,Потом ещё я это сравнивала почему-то с декорациями Большого театра.
Sib_15-f.eaf,ээ Горы все становились
Sib_15-f.eaf,потихонечку
Sib_15-f.eaf,розовые
Sib_15-f.eaf,сле слегка
Sib_15-f.eaf,потом все.
Sib_15-f.eaf,Розовые.
Sib_15-f.eaf,Оказывается
Sib_15-f.eaf,Вот я не знаю
Sib_15-f.eaf,правильное ли название у меня осталось в памяти
Sib_15-f.eaf,название этого кустарника
Sib_15-f.eaf,который был на этих горах
Sib_15-f.eaf,алтайских
Sib_15-f.eaf,вот в Чемале
Sib_15-f.eaf,назывался он по-моему маральник.
Sib_15-f.eaf,Так называли.
Sib_15-f.eaf,Может это офица ээ название такое не официальное
Sib_15-f.eaf,а какое-то местное
Sib_15-f.eaf,но у меня осталось в памяти
Sib_15-f.eaf,что это был маральник.
Sib_15-f.eaf,И вот он расцветал
Sib_15-f.eaf,Может это был багульник
Sib_15-f.eaf,я не знаю
Sib_15-f.eaf,правильно как
Sib_15-f.eaf,но это был вроде бы маральник
Sib_15-f.eaf,как у меня осталось в памяти.
Sib_15-f.eaf,и горы становились розовые.
Sib_15-f.eaf,Вот мы бы дети были там
Sib_15-f.eaf,Мы жили в каком-то двухэтажном доме
Sib_15-f.eaf,там были дети из Москвы
Sib_15-f.eaf,мои ровесники
Sib_15-f.eaf,и с из Ленинграда.
Sib_15-f.eaf,и вот мы по-моему все были совершенно потрясены
Sib_15-f.eaf,этим.
Sib_15-f.eaf,Вот так вот стоя стоит эта картинка
Sib_15-f.eaf,Чемал
Sib_15-f.eaf,вот он в каком-то углублении
Sib_15-f.eaf,вокруг эти горы
Sib_15-f.eaf,розового цвета.
Sib_15-f.eaf,Совершенно как в какой-то фантастической сказке.
Sib_15-f.eaf,Вот
Sib_15-f.eaf,а потом
Sib_15-f.eaf,когда уже вот ээ мы просто летом бегали по ползали
Sib_15-f.eaf,и заходили вот по этим горам ходили
Sib_15-f.eaf,ээ что меня поражало
Sib_15-f.eaf,там было много всяких каких-то змей
Sib_15-f.eaf,мы их не боялись
Sib_15-f.eaf,ящериц...
Sib_15-f.eaf,И ведь мы ж даже не предупреждали
Sib_15-f.eaf,что это может быть страшно...
Sib_15-f.eaf,Вот мы видели этих змей
Sib_15-f.eaf,видели этих ящериц
Sib_15-f.eaf,и какие-то вот животные там были
Sib_15-f.eaf,вот я не знаю
Sib_15-f.eaf,может дикие какие-то
Sib_15-f.eaf,типа вот каких-то барашков маленьких.
Sib_15-f.eaf,Ну вот это вот осталось в памяти.
Sib_15-f.eaf,Вот
Sib_15-f.eaf,а потом когда возвращались
Sib_15-f.eaf,в сорок третьем году
Sib_15-f.eaf,приехали мы
Sib_15-f.eaf,ээ в общем уже тронулся начинал трогаться лёд
Sib_15-f.eaf,через эти реки
Sib_15-f.eaf,алтайские
Sib_15-f.eaf,а нам надо было переправиться ээ через ээ ммм в общем на другой берег в Бийск
Sib_15-f.eaf,чтобы попасть потом на поезд
Sib_15-f.eaf,в общем переправиться надо было.
Sib_15-f.eaf,И вот стоял вопрос:
Sib_15-f.eaf,нас было помн полн полон помню очень много людей
Sib_15-f.eaf,и вот ээ одни говорили
Sib_15-f.eaf,что нельзя переправлять
Sib_15-f.eaf,что лёд уже тронулся
Sib_15-f.eaf,а другие говорили
Sib_15-f.eaf,Если мы не переправимся
Sib_15-f.eaf,мы там бог знает насколько застрянем
Sib_15-f.eaf,и вообще не уедем..
Sib_15-f.eaf,И что вот тоже осталось в памяти.
Sib_15-f.eaf,Остались огромные какие-то соляные горы
Sib_15-f.eaf,Тоже сначала мы не знали
Sib_15-f.eaf,это потом мне рассказали
Sib_15-f.eaf,что это была соль.
Sib_15-f.eaf,белые такие вот
Sib_15-f.eaf,искусственные горы
Sib_15-f.eaf,была соль.
Sib_15-f.eaf,Вот
Sib_15-f.eaf,соляные горы.
Sib_15-f.eaf,И всё-таки мы с в все вот беженцы
Sib_15-f.eaf,как нас называли
Sib_15-f.eaf,вот
Sib_15-f.eaf,к да в общем все мы переправились через эту реку
Sib_15-f.eaf,уже было очень опасно
Sib_15-f.eaf,не знали даже
Sib_15-f.eaf,можно
Sib_15-f.eaf,Говорили
Sib_15-f.eaf,что нельзя.
Sib_15-f.eaf,мы но переправились
Sib_15-f.eaf,по этому уже ломающемуся льду
Sib_15-f.eaf,было очень страшно
Sib_15-f.eaf,вот
Sib_15-f.eaf,но это страшно было взрослым.
Sib_15-f.eaf,Мы этого не понимали
Sib_15-f.eaf,нам не говорили
Sib_15-f.eaf,потом я это узнала.
Sib_15-f.eaf,Ну вот это в памяти тоже всё осталось.
Sib_16-m.eaf,Так.
Sib_16-m.eaf,С четырнадцати лет я начал работать.
Sib_16-m.eaf,Работал прицепщиком.
Sib_16-m.eaf,Н на тракторе.
Sib_16-m.eaf,Потом работал на тракторе
Sib_16-m.eaf,работал на комбайне
Sib_16-m.eaf,"комбайн назывался ""Коммунар""!"
Sib_16-m.eaf,Прицепной комбайн
Sib_16-m.eaf,хлебоуборочный.
Sib_16-m.eaf,Потом уехал в леспромхоз
Sib_16-m.eaf,был такой леспромхоз
Sib_16-m.eaf,назывался Барун-Тарбагатайский леспромхоз.
Sib_16-m.eaf,Сначала сучкорубом
Sib_16-m.eaf,сучки обрубал.
Sib_16-m.eaf,Потом пошёл взяли меня
Sib_16-m.eaf,ну как молодого ещё
Sib_16-m.eaf,такого это
Sib_16-m.eaf,проводить на участки телефоны
Sib_16-m.eaf,телефонные линии
Sib_16-m.eaf,мм там по кустам весь день
Sib_16-m.eaf,нь не по столбам
Sib_16-m.eaf,а по деревьям
Sib_16-m.eaf,туда-сюда
Sib_16-m.eaf,как связист!
Sib_16-m.eaf,Так
Sib_16-m.eaf,потом я оттудова приехал
Sib_16-m.eaf,с леспромхоза
Sib_16-m.eaf,опять же
Sib_16-m.eaf,в колхоз!
Sib_16-m.eaf,опять меня поставили прицепщиком
Sib_16-m.eaf,потом по ээ на трактор.
Sib_16-m.eaf,На тракторе отработал
Sib_16-m.eaf,потом приходит повестка.
Sib_16-m.eaf,Уже было мне девятнадцать лет.
Sib_16-m.eaf,В армию.
Sib_16-m.eaf,Это было в пятьдесят седьмом году.
Sib_17-m.eaf,Так вот ээ у меня ээ три сюжета.
Sib_17-m.eaf,Три сюжета
Sib_17-m.eaf,ээ которые я бы мог ээ рассказать
Sib_17-m.eaf,а
Sib_17-m.eaf,один сюжет очень короткий.
Sib_17-m.eaf,Очень короткий
Sib_17-m.eaf,ээ мм дело было в тысячу девятьсот сорок третьем году.
Sib_17-m.eaf,Сорок третьем го
Sib_17-m.eaf,Это ещё была война.
Sib_17-m.eaf,эээ ээ мм Значит немцы эээ подошли ээ захватили огромную часть
