ID,Text
Pic-RUS_05-m_Ski-T.eaf,у него одна лыжа отстегнулась
Pic-RUS_05-m_Ski-T.eaf,а вторая нет
Pic-RUS_05-m_Ski-T.eaf,перекрутило ему ногу
Pic-RUS_05-m_Ski-T.eaf,и сломало её в трёх местах.
Pic-RUS_05-m_Ski-T.eaf,С горы его пришлось увозить на носилках.
Pic-RUS_05-m_Ski-T.eaf,С тех но
Pic-RUS_05-m_Ski-T.eaf,С тех пор Миша по утрам не пьёт.
Pic-RUS_06-f_Pr-R.eaf,ээ Значит один мужчина решил подарить своей жене какой-нибудь подарок на день рождения.
Pic-RUS_06-f_Pr-R.eaf,Он пошёл в магазин
Pic-RUS_06-f_Pr-R.eaf,долго выбирал
Pic-RUS_06-f_Pr-R.eaf,но так ничего и не смог придумать
Pic-RUS_06-f_Pr-R.eaf,ему ничего не понравилось.
Pic-RUS_06-f_Pr-R.eaf,эээ Дети ему посоветовали купить машину.
Pic-RUS_06-f_Pr-R.eaf,эээ ммм Машина была очень дорогая
Pic-RUS_06-f_Pr-R.eaf,и поэтому он купил ей сувенир
Pic-RUS_06-f_Pr-R.eaf,маленькую машинку.
Pic-RUS_06-f_Ski-T.eaf,Жил-был один дядечка
Pic-RUS_06-f_Ski-T.eaf,эээ один раз он проснулся утром
Pic-RUS_06-f_Ski-T.eaf,наверное был выходной
Pic-RUS_06-f_Ski-T.eaf,поел
Pic-RUS_06-f_Ski-T.eaf,и решил покататься на лыжах.
Pic-RUS_06-f_Ski-T.eaf,Покатался
Pic-RUS_06-f_Ski-T.eaf,потом пришёл домой.
Pic-RUS_06-f_Ski-T.eaf,К нему пришли друзья
Pic-RUS_06-f_Ski-T.eaf,и они начали выпивать.
Pic-RUS_06-f_Ski-T.eaf,ээ Кончилось тем
Pic-RUS_06-f_Ski-T.eaf,что ээ этот дядечка очень много выпил
Pic-RUS_06-f_Ski-T.eaf,и пошёл кататься на лыжах снова.
Pic-RUS_06-f_Ski-T.eaf,Там он очень сильно упал
Pic-RUS_06-f_Ski-T.eaf,переломал себе
Pic-RUS_06-f_Ski-T.eaf,не знаю
Pic-RUS_06-f_Ski-T.eaf,ноги руки наверное
Pic-RUS_06-f_Ski-T.eaf,и попал в больницу.
Pic-RUS_06-f_Ski-T.eaf,И пришлось ему ходить на костылях.
Pic-RUS_07-f_Pr-R.eaf,Значит мужчина один решил своей жене подарить подарок.
Pic-RUS_07-f_Pr-R.eaf,У неё там праздник какой-то
Pic-RUS_07-f_Pr-R.eaf,или день рождение было...
Pic-RUS_07-f_Pr-R.eaf,Кажется день рождение.
Pic-RUS_07-f_Pr-R.eaf,Вот.
Pic-RUS_07-f_Pr-R.eaf,И пошёл выбирать такой
Pic-RUS_07-f_Pr-R.eaf,подошёл что-то там к прилавку
Pic-RUS_07-f_Pr-R.eaf,смотрит
Pic-RUS_07-f_Pr-R.eaf,там какие-то
Pic-RUS_07-f_Pr-R.eaf,ну наверное цены бешеные там
Pic-RUS_07-f_Pr-R.eaf,или что
Pic-RUS_07-f_Pr-R.eaf,я не знаю
Pic-RUS_07-f_Pr-R.eaf,короче он не купил.
Pic-RUS_07-f_Pr-R.eaf,И дети вроде как его подбежали
Pic-RUS_07-f_Pr-R.eaf,тоже там начали ему чего-то подсказывать...
Pic-RUS_07-f_Pr-R.eaf,Короче он ушёл оттуда
Pic-RUS_07-f_Pr-R.eaf,приходит уже в салон
Pic-RUS_07-f_Pr-R.eaf,там автомобили продаются.
Pic-RUS_07-f_Pr-R.eaf,Ну ему там рекламируют
Pic-RUS_07-f_Pr-R.eaf,типа Вот там классный такой автомобиль
Pic-RUS_07-f_Pr-R.eaf,вот этот вот возьмите там
Pic-RUS_07-f_Pr-R.eaf,тра-ля-ля...
Pic-RUS_07-f_Pr-R.eaf,Ну он прикинул
Pic-RUS_07-f_Pr-R.eaf,у него там денег мало
Pic-RUS_07-f_Pr-R.eaf,такой расстроился...
Pic-RUS_07-f_Pr-R.eaf,Ну и уже следующий кадр
Pic-RUS_07-f_Pr-R.eaf,вроде как он уже жене дарит подарок
Pic-RUS_07-f_Pr-R.eaf,там такая маленькая такая машинка
Pic-RUS_07-f_Pr-R.eaf,заводная наверное какая-нибудь
Pic-RUS_07-f_Pr-R.eaf,такая крохотулечка совсем машиночка
Pic-RUS_07-f_Pr-R.eaf,Ну вот он жене сделал короче такой подарок
Pic-RUS_07-f_Pr-R.eaf,все рады ему
Pic-RUS_07-f_Pr-R.eaf,все смеются наверное.
Pic-RUS_07-f_Pr-T.eaf,Вот.
Pic-RUS_07-f_Pr-T.eaf,Значит муж решил купить жене подарок.
Pic-RUS_07-f_Pr-T.eaf,Пришёл в магазин
Pic-RUS_07-f_Pr-T.eaf,такой смотрит
Pic-RUS_07-f_Pr-T.eaf,чего-то там выбирал-выбирал...
Pic-RUS_07-f_Pr-T.eaf,Ну в общем задумался
Pic-RUS_07-f_Pr-T.eaf,прям так весь аж вспотел.
Pic-RUS_07-f_Pr-T.eaf,У него прямо капельки на лбу.
Pic-RUS_07-f_Pr-T.eaf,Вот
Pic-RUS_07-f_Pr-T.eaf,и дети подошли к нему
Pic-RUS_07-f_Pr-T.eaf,Его же видимо дети.
Pic-RUS_07-f_Pr-T.eaf,Не уверена.
Pic-RUS_07-f_Pr-T.eaf,вот
Pic-RUS_07-f_Pr-T.eaf,и д начали ему советовать:
Pic-RUS_07-f_Pr-T.eaf,там мол Давай там это
Pic-RUS_07-f_Pr-T.eaf,или то
Pic-RUS_07-f_Pr-T.eaf,может быть приобретёшь....
Pic-RUS_07-f_Pr-T.eaf,На На
Pic-RUS_07-f_Pr-T.eaf,Пошёл почему-то неожиданно после этого в магазин сразу
Pic-RUS_07-f_Pr-T.eaf,почему-то к м к машинам каким-то...
Pic-RUS_07-f_Pr-T.eaf,Вот
Pic-RUS_07-f_Pr-T.eaf,подошёл к машине
Pic-RUS_07-f_Pr-T.eaf,разговаривает с продавцом...
Pic-RUS_07-f_Pr-T.eaf,Продавец ему там советует
Pic-RUS_07-f_Pr-T.eaf,значит там рекламирует
Pic-RUS_07-f_Pr-T.eaf,Наверное.
Pic-RUS_07-f_Pr-T.eaf,машину там
Pic-RUS_07-f_Pr-T.eaf,супер
Pic-RUS_07-f_Pr-T.eaf,значит там то хорошо
Pic-RUS_07-f_Pr-T.eaf,это хорошо...
Pic-RUS_07-f_Pr-T.eaf,Вот
Pic-RUS_07-f_Pr-T.eaf,но он так прикинул
Pic-RUS_07-f_Pr-T.eaf,видимо дорого получается.
Pic-RUS_07-f_Pr-T.eaf,Денег не хватает
Pic-RUS_07-f_Pr-T.eaf,ему
Pic-RUS_07-f_Pr-T.eaf,вот
Pic-RUS_07-f_Pr-T.eaf,ну и в результате решил жене подарить такую же машинку
Pic-RUS_07-f_Pr-T.eaf,но только маленькую такую
Pic-RUS_07-f_Pr-T.eaf,видимо заводную
Pic-RUS_07-f_Pr-T.eaf,может там какой-нибудь рядом ключи крючочек там ключик там поворачивается
Pic-RUS_07-f_Pr-T.eaf,она ездит...
Pic-RUS_07-f_Pr-T.eaf,Дети вот на заднем плане явно обалдевшие какие-то стоят.
Pic-RUS_07-f_Pr-T.eaf,Они по-моему не очень рады подарку.
Pic-RUS_07-f_Ski-R.eaf,Мужчина просыпается утром.
Pic-RUS_07-f_Ski-R.eaf,Такой прям
Pic-RUS_07-f_Ski-R.eaf,правильный у него день
Pic-RUS_07-f_Ski-R.eaf,он проснулся
Pic-RUS_07-f_Ski-R.eaf,решил пойти мм покататься там
Pic-RUS_07-f_Ski-R.eaf,Ски.
Pic-RUS_07-f_Ski-R.eaf,Я забыла
Pic-RUS_07-f_Ski-R.eaf,как это по-русски будет.
Pic-RUS_07-f_Ski-R.eaf,А
Pic-RUS_07-f_Ski-R.eaf,решил короче на лыжах покататься!
Pic-RUS_07-f_Ski-R.eaf,Ну поехал
Pic-RUS_07-f_Ski-R.eaf,все нормально
Pic-RUS_07-f_Ski-R.eaf,такой покатался
Pic-RUS_07-f_Ski-R.eaf,а вечером значит страшная там какая-то пьянка
Pic-RUS_07-f_Ski-R.eaf,там какой-то праздник у них...
Pic-RUS_07-f_Ski-R.eaf,Напился с друзьями
Pic-RUS_07-f_Ski-R.eaf,сидит пьяный такой на стуле
Pic-RUS_07-f_Ski-R.eaf,качается
Pic-RUS_07-f_Ski-R.eaf,думает:
Pic-RUS_07-f_Ski-R.eaf,Дай пойду там это самое на лыжах прокачусь там.
Pic-RUS_07-f_Ski-R.eaf,На пьяную голову решил...
Pic-RUS_07-f_Ski-R.eaf,Вот.
Pic-RUS_07-f_Ski-R.eaf,Собрался короче
Pic-RUS_07-f_Ski-R.eaf,поехал
Pic-RUS_07-f_Ski-R.eaf,в общем упал
Pic-RUS_07-f_Ski-R.eaf,ноги и руки переломал себе...
Pic-RUS_07-f_Ski-R.eaf,Очень грустная история
Pic-RUS_07-f_Ski-R.eaf,в конце его там друзья куда-то отвезли...
Pic-RUS_07-f_Ski-R.eaf,Он в общем весь там
Pic-RUS_07-f_Ski-R.eaf,вот помню
Pic-RUS_07-f_Ski-R.eaf,точно нога у него была сломана
Pic-RUS_07-f_Ski-R.eaf,и рука.
Pic-RUS_07-f_Ski-R.eaf,Вот.
Pic-RUS_07-f_Ski-T.eaf,Тут значит видимо трагедия какая-то.
Pic-RUS_07-f_Ski-T.eaf,Мужчина утром проснулся
Pic-RUS_07-f_Ski-T.eaf,Видимо такой субботний или воскресный день у него...
Pic-RUS_07-f_Ski-T.eaf,проснулся там
Pic-RUS_07-f_Ski-T.eaf,значит ээ встал
Pic-RUS_07-f_Ski-T.eaf,пошёл позавтракал
Pic-RUS_07-f_Ski-T.eaf,решил пойти покататься на лыжах.
Pic-RUS_07-f_Ski-T.eaf,На начал так день замечательно.
Pic-RUS_07-f_Ski-T.eaf,И тут вдруг неожиданно в конце какая-то пьянка там
Pic-RUS_07-f_Ski-T.eaf,они с друзьями собрались выпили...
Pic-RUS_07-f_Ski-T.eaf,Ну и он уже пьяный
Pic-RUS_07-f_Ski-T.eaf,сидит на стуле такой
Pic-RUS_07-f_Ski-T.eaf,и на пьяную голову решил:
Pic-RUS_07-f_Ski-T.eaf,думает
Pic-RUS_07-f_Ski-T.eaf,Пойду-ка сейчас покатаюсь.
Pic-RUS_07-f_Ski-T.eaf,Вот тоже вот интересно там:
Pic-RUS_07-f_Ski-T.eaf,поискать приключений
Pic-RUS_07-f_Ski-T.eaf,все дела...
Pic-RUS_07-f_Ski-T.eaf,Ну естественно упал
Pic-RUS_07-f_Ski-T.eaf,переломал ноги-руки
Pic-RUS_07-f_Ski-T.eaf,весь значит какой-то си синий весь
Pic-RUS_07-f_Ski-T.eaf,вот
Pic-RUS_07-f_Ski-T.eaf,ээ друзья какие-то ―
Pic-RUS_07-f_Ski-T.eaf,Вот явно нь не медицинские по-моему работники.
Pic-RUS_07-f_Ski-T.eaf,― унесли его куда-то...
Pic-RUS_07-f_Ski-T.eaf,Вот этим весь праздник и закончился:
Pic-RUS_07-f_Ski-T.eaf,у него сломана нога оказалась
Pic-RUS_07-f_Ski-T.eaf,и рука.
Pic-RUS_07-f_Ski-T.eaf,Вот.
Pic-RUS_08-f_Pr-R.eaf,Жил-был муж.
Pic-RUS_08-f_Pr-R.eaf,Настал один чудесный день
Pic-RUS_08-f_Pr-R.eaf,когда ему надо было дарить подарок на е своей жене на её день рождения.
Pic-RUS_08-f_Pr-R.eaf,Бедный муж!
Pic-RUS_08-f_Pr-R.eaf,обошёл все магазины
Pic-RUS_08-f_Pr-R.eaf,посмотрел сумочки
Pic-RUS_08-f_Pr-R.eaf,кастрюлики
Pic-RUS_08-f_Pr-R.eaf,часы
Pic-RUS_08-f_Pr-R.eaf,но так и ничего не о не нашёл.
Pic-RUS_08-f_Pr-R.eaf,Пришёл
Pic-RUS_08-f_Pr-R.eaf,к своим детям за советом.
Pic-RUS_08-f_Pr-R.eaf,Те недолго думая
Pic-RUS_08-f_Pr-R.eaf,посоветовали ему купить машину!
Pic-RUS_08-f_Pr-R.eaf,Полезный подарок
Pic-RUS_08-f_Pr-R.eaf,на дачу можно будет ездить.
Pic-RUS_08-f_Pr-R.eaf,Ну и маму заодно поздравить.
Pic-RUS_08-f_Pr-R.eaf,Прибегает мужик
Pic-RUS_08-f_Pr-R.eaf,мужчина этот
Pic-RUS_08-f_Pr-R.eaf,муж который
Pic-RUS_08-f_Pr-R.eaf,в салон!
Pic-RUS_08-f_Pr-R.eaf,Видит замечательную машину!
Pic-RUS_08-f_Pr-R.eaf,Она ему очень-очень понравилась!
Pic-RUS_08-f_Pr-R.eaf,но когда к нему подошёл консультант
Pic-RUS_08-f_Pr-R.eaf,и объявил
Pic-RUS_08-f_Pr-R.eaf,сколько это всё стоит
Pic-RUS_08-f_Pr-R.eaf,мужик решил
Pic-RUS_08-f_Pr-R.eaf,что не стоит покупать эту машину
Pic-RUS_08-f_Pr-R.eaf,слишком уж дорого.
Pic-RUS_08-f_Pr-R.eaf,Но он не растерялся
Pic-RUS_08-f_Pr-R.eaf,пошёл в детский мир
Pic-RUS_08-f_Pr-R.eaf,купил игрушечную машинку
Pic-RUS_08-f_Pr-R.eaf,и подарил его ж с её своей жене.
Pic-RUS_08-f_Pr-R.eaf,Короче
Pic-RUS_08-f_Pr-R.eaf,все были счастливы.
Pic-RUS_08-f_Pr-R.eaf,Наверное.
Pic-RUS_08-f_Pr-R.eaf,Всё .
Pic-RUS_08-f_Pr-T.eaf,Жил-был на свете идеальный муж.
Pic-RUS_08-f_Pr-T.eaf,В день рождения своей жены он пошёл в магазин выбирать ей подарок.
Pic-RUS_08-f_Pr-T.eaf,Ходил
Pic-RUS_08-f_Pr-T.eaf,по мн
Pic-RUS_08-f_Pr-T.eaf,заходил во многие магазины
Pic-RUS_08-f_Pr-T.eaf,много всего посмотрел
Pic-RUS_08-f_Pr-T.eaf,сумки
Pic-RUS_08-f_Pr-T.eaf,всякие лампы
Pic-RUS_08-f_Pr-T.eaf,кастрюли
Pic-RUS_08-f_Pr-T.eaf,часы
Pic-RUS_08-f_Pr-T.eaf,так ничего не выбрал.
Pic-RUS_08-f_Pr-T.eaf,Целый день ходил
Pic-RUS_08-f_Pr-T.eaf,аж вспотел.
