,ID,Text
13,Pic-RUS_04-m_Pr-T.zip,в один солнечный день мужчина пошёл выбирать жене подарки ходил выбирал выбирал но ничего не смог выбрать уставший и замученный навстречу своих детей и задал им один вопрос по поводу того что всё-таки что же подарить их маме и они мне посоветовали подарить машину вот что он увидел машину очень красивую большую и спросил продавца сколько же она стоит и узнав ответ в ночь расстроился ну всё-таки придумал выход из положения и на день рождения он подарил маленькую модель
14,Pic-RUS_04-m_Ski-R.zip,один молодой человек проснулся очень рано в восемь часов утра быстро позавтракал и пошёл на лыжах потому что днём у него была встреча со своими друзьями на этой встрече они выпили потом ещё немножко выпили у него закружилась голова и он решил ещё раз покататься на лыжах и съехать с крутой горки но у него ничего не получилось он себе сломал но и руку в процессе того как он упал его на носилках отнесли в больницу и там сделали гипс на руку и
15,Pic-RUS_04-m_Ski-T.zip,молодой человек проснувшись в восемь часов утра быстро позавтракав решил покататься на лыжах потому что днём его ждали на обед по знакомым придя к ним на обед они выпили немного вина потом ещё раз выбили много вина у него за кружилась голова и он решил ещё раз прокатиться на лыжах то оно только с большой горки но сейчас свои силы свалился его отнесли на носилках в больницу из больницы сказали что он сломал и ногу и руку этому закончился и возмещать
16,Pic-RUS_05-m_Pr-R.zip,константин так звали кажется главного героя решил подарить своей любовницей подарок и отправился в магазин смотрел смотрел хорошие были подарки часы вазы ещё там что-то стояло непонятный выбирал выбирал так ничего и не выбрал смотрят подходят дети присмотрелся дети и его избранница они говорят случаи говорят кость а что-то говорят выбираешь и иди говорят наша мама говорит машины нет пойдём машину приобретёшь отвели мужику усатому предлогает ферраре константин смотрел смотрел думает откуда у меня деньги набирай не стану я покупать что у неё там уже ржавчины какая-то и барахлит там что-то тарахтит но попросил естественно завести говори да заведи говорит прокатимся а что ты мне предлагаешь может ты мне говорит фуфло какое-то впарить хочется естественно надо проверить вас ну как прокатились не вокруг дома пару кругов сделали вас говорит ну что-то говорят не да я говорит подумаю сейчас вот пройдусь ещё пару мешков посмотрю у кого там что есть вот а потом к себе и вернусь просто там ещё мужики торговали нормальную такую тачку так вот уже ошибаются смотр и купит или не купит но мужика разочаровал не купил так машинку и осталась у этого мужика усатого вот а константин наш главный герой который не будет дураком взял да и приобрёл машину игрушечную подарю вот этого своей любовницы ну как бы она была довольно она не знала из чего выбрать состоял а дети с хмурыми лицами всё-таки стоят
17,Pic-RUS_05-m_Pr-T.zip,однажды константин решил подарить женя подарок на день рождения и пошёл в магазин приходит значит что в магазин смотрят стоят сумки лампой кастрюли кувшины что только нет бедняга даже и не знаю что купить тут дети говорят что говорят вспотел а он смотрит действительно вспотел под так короче он прямо льётся жалоба вот говоря не паришься дяди говорят купил автомобиль у нашей мамы как раз мне эту машину и отвели его продавцу продавец говорит покупаете вот это самый лучший автомобиль из всех что есть он призадумался думает действительный автомобиль неплохой вот ну как продавец сказал ему цену а он говорит братишка говорит лучше я куплю что-нибудь другое и приобрёл игрушечные автомобиль вот на детях не довольны а не хотели настоящий автомобиль поэтому и лица их раз
18,Pic-RUS_05-m_Ski-R.zip,рассказ первый михаил которая ломал себе ногу в трёх местах миша проснулся достаточно рано восемь часов утра семь там что-то непонятно трёх часа по завтраком женский причёской сделал себе кары для чего вообще неизвестно по завтраку видимо плотным по тому как передвигаться стал исключить на лыжах на лыжах при поехал к своему друзьям где ещё дополнительно принял на грудь я тогда уже раз окончательно развеселясь шесть поехал домой на дом он не доехал потому что на его пути встречалась крутая корка которой он к сожалению сломал себе в трёх местах так как она лыжи отскочила вторая осталась на ноге с горки его везли уже на носилках
19,Pic-RUS_05-m_Ski-T.zip,проснулся очень рано где-то в восемь часов утра сделав женскую причёску он хорошенько позавтракал и поехал к своим друзьям на лыжах непонятно зачем это он сделал хоть когда можно было при спокойненько отправиться на автобусе или метро выпив хорошенько непонятно почему кстати с утра он пьёт он решил покататься ещё на лыжах и видимо выбрал не в уборку из-за того что выпил больше чем одну и более чем трёшки когда он спускался у него одна улежаться сигналы а вторая не перекрутил ему ногу и сломал её в трёх местах его пришлось возить на носилках с тех пор меньше по утрам не пью
20,Pic-RUS_06-f_Pr-R.zip,один мужчина решил подарить своей жене какой-нибудь подарок на день рождения он пошёл в магазин долго выбирал так ничего не смог придумать ему ничего не понравилось действием посоветовали купить машину машина была очень дорогая поэтому он купил ей венер маленькую машинку
21,Pic-RUS_06-f_Pr-T.zip,один мужчина я решил подарить своей жене подарок на день рождения он пошёл в магазин стал осматривать чеки с венеры на витринах ничего не нравилось а к нему подошли дети мальчик и девочка и сказали мы там на улице стоит мужчина у него очень красивый машину может вы пойдёте посмотрите он пошёл видел машин она ему очень понравилась спросила с другого мужчина сколько она стоит тот сказал что очень но и тогда здесь скорее всего не покупать машину пошёл купил маленькую машинку подарила её жене вот
22,Pic-RUS_06-f_Ski-R.zip,да мужчина вообще вдруг он один раз стало утром поел и пошёл кататься покатался пошёл домой дома он выпил потом пошёл снова кататься так как он был пьяный он упал сама себе ногу руку попал в больницу
23,Pic-RUS_06-f_Ski-T.zip,же один денежка один раз он проснулся утром наверное был в выходной поел и решил покататься на лыжах катался потом пришёл домой к нему пришли друзья они начали выпевать кончилось тем что это очень много высел и пошёл кататься же снова васильевна упал переломал себе не знаю многие руки наверное и попал в больницу пришлось выходить на костылях
24,Pic-RUS_07-f_Pr-R.zip,значит мужчина один решил своей жене подарить подарок у неё там праздник какой-то эльвин рождения было кажется однажды вот и пошёл выбирать такой подошёл что там к прилавку смотрят там какие-то наверное цены бешеные там или что я не знаю короче он не купил вроде как его подбежали тоже там начали имущество подсказывать короче он ушёл оттуда приходит уже салон там автомобили продаются мы ему там рекламирует типа там классно автомобиль вот этот вот возьмите там правильно прикинул у него там денег мало такой расстроился ну уже следующий кадр вроде как он уже жене дарят подарок там такая маленькая машинка заводная наверное какая-нибудь такая красотулечка совсем машина вот он же не сделал короче такой такси рядом смеются наверное
25,Pic-RUS_07-f_Pr-T.zip,вот значит муж решил купить жене подарок пришёл в магазин такой смотрит что-то там выбирал выбирал но в общем задумался прям так весь аж вспотел не прям копейки на лбу вот и дети подошли к нему его же видимо дети неуверенно вот и начали мы советовать тому или то может быть приобретёшь нашёл почему-то неожиданно после этого в магазин сразу почему-то к машинам каким-то вот подошёл к машине разговаривает с продавцом продавец ему там советует значит там рекламируют наверное машину там супер значит там то хорошо это хорошо вот ну так прикинул видимо дорого получается денег не хватает вот ну и в результате решил жене подарить такую же машинку но маленькую такой видимо заводной может там какой-нибудь рядом ключ крючёчек там ключик там поворачивается она ездит дети вот на заднем плане явно обалдевший какие-то стоят а не помню очень рада подарка
26,Pic-RUS_07-f_Ski-R.zip,мужчины просыпается утром такое прям правильный день он проснулся решил пойти покататься там скинь как решим короче на лыжах покататься ну поехало всё нормально так и покатался а вечером значит страшная там какая-то пьянка там какой-то праздник у них напился с друзьями сидит пьяный такой на стуле качается думай дай пойду там это самое на лыжах прокачусь на пьяную голову решил вот собрался короче поехал в общем упал ноги руки переломал себе очень грустно история в конце его там друзья отвезли он в общем весь там вот помню точно голословной рука вот
27,Pic-RUS_07-f_Ski-T.zip,тут значит видимо трагедия какая-то мужчина утром проснулся видимо такой субботний воскресный день его проснулся там значит встал пошёл позавтракав решил пойти покататься на лыжах но начал так день замечательно вдруг неожиданно в конце какая-то пьянка там а не с друзьями собрались выпили ну но жилья она сидит на столе такой на пьяную голову решил думает пойду к сейчас покатаюсь тоже вот интересно там поискать приключение все дела ну естественно упал переломал многие руки весь значит какой-то весь вот э друзья какие-то вот явно не медицинские по-моему работники унесли его куда-то вот эти весь праздник закончился у него сломанная нога оказался рука вот
28,Pic-RUS_08-f_Pr-R.zip,жил был муж достало один чудесный день когда ему надо было дарить подарок своей не день рождения бедный муж обошёл все магазин посмотрел у меня чеки как лечить свои так чего не не нашёл пришёл своим детям за советом не долго думаю посоветовали ему купить машину полезли подарок на дачу может быть мама да да этому же мужчина этот муж который в салон видят замечательные машины он ему очень не понравилось когда к нему дошёл консультант сколько это стоит уже решил что нет стоит покупать эту машину слишком дорого растерялся пошёл детский мир купил игрушечном ожинков удалил его её своей жене короче были сейчас наверное
29,Pic-RUS_08-f_Pr-T.zip,был на свете идеальный муж в день рождения своей жены он пошёл в магазин выбирать ей подарок ходил по заходила во многим магазином но всё посмотрел сумерки всякие лампы кастрюли часы так ничего не выбрал целый день ходила потел ну решил обратиться за советом к своим детям дети долго думаем и говорят папа давайте-ка мы купим машину чтобы задача дома её подали хороший подумал папа он побежал в магазин пришёл ему там очень понравилась одна машина у меня долго рассматривал дашук там консультант объяснял сколько это стоит папа отказался тактично ноги растерялся пошёл детский мир купил машину и подарила его своей жене
30,Pic-RUS_08-f_Ski-R.zip,жил был молодой человек одеваясь прослушала рано утром в восемь часов утра в воскресенье позавтракаю решил пойти кататься на лыжах помогала он там когда он вдруг что что буквально через час у него назначена встреча с ней оставим друзья ну думаю пойду я туда прям на лыжах приехала к этим друзьям у них там тоже ну пришлось выпить молодому человеку который родилась вы голова у него пошла а домой тогда а сейчас надо да и пай что уж не мой голова янны передали ему голову да ну в общем-то он естественно свалился перелома берут с ногами сейчас скорая помощь да не ездили был пьяным
31,Pic-RUS_08-f_Ski-T.zip,история я деваюсь да деваюсь слушаю воскресение восемь вот а позавтракал и поехала казаться на лыжах катался катался и тут вспомнил что у него буквально через час встреча с его старыми друзьями ну думаю заеду я к ним прям на лыжах приехал а там наливают выбил он со своими старыми друзьями меня голова кругом пошла это ехать надо алым встал и поехал тут у него голова пьяная адреналин в городе вбил значит решу дальше покататься приду большу уборку съехал горы в горке и сломала себе все конечности вот оттуда не пенсию
32,Pic-RUS_09-f_Pr-R.zip,один прекрасный день мужчинка вспомнил что у женщины и день рождения он решил пока отоспится пойти за подарком прошёл несколько магазинов выбирал между сумочек между там часами и драгоценностями вот вспотела весь вот спросил своих детей чтобы подарить маме они ему спустя какое-то время надумали что классно было бы подарить ей машину э воспользуюсь воспользовавшись еде а дядька пошёл там в салон магазин где продают машины э посмотрел проконсультировался вот понял что он не патент сумму и решим подарите а маленький автомобиль а игрушечные вот и подарила жене жена была удивлена детище день
33,Pic-RUS_09-f_Pr-T.zip,в один прекрасный солнечный день а один сердечко понял что у жены его день рождения и он решил купить подарок пошёл а покупать в магазин вот очень долго тому что мы купить выбор большой там драгоценности сумочки вот часы вот ну потом видимо его дети э аллё купить всему жене большой подарок в виде машины вот он обрадовался это вот ну понял что денег вряд ли у него хватит а этот подарок вот и в результате в результате всего купить маленький маленький маленькую машинку грустно вот жена была в восторге видимо очень судя по её лесу вот ну здесь тоже не особо да
34,Pic-RUS_09-f_Ski-R.zip,восемь часов утра один молодой человек проснулся позавтракал и решил пойти заняться спортом он поехал а когда же после лыж он решил зайти в гости к своим друзьям и после видимо дикого весёлого пьяного застолья не знаю зачем он опять вот после чего он так накопился что сломал руку войнову вот вы хотите износить везли в больницу вот и всё
35,Pic-RUS_09-f_Ski-T.zip,восемь часов утра молодой человек очень сонный остаётся постели этому даётся очень сложно потом идёт завтракать смотрю тут тосты я-и-чко довольны едет он на лыжах взиматься спорт видимо это очень хорошо вот после этого а приходят в гости зенцово смотрю и листочки да ли он такой хороший на рисунке такой пьян далее он лежит опять на лыжах я знаю что есть повлияла моего начала поехать пал далее его сечете по две подхватили повезли в полиции с перелом руки ноги теперь такой он короче на лыжах теперь больше не будет кататься
36,Pic-RUS_10-f_Pr-R.zip,одним прекрасным солнечному утром один мужик вспомнил что вложенный день рождения решил сделать ей подарок сил по магазинам долго выбирал что ему купить там сумочки дорогие часики дорогие ну что-то решил что это все дурацкие подарки я решил посоветоваться своими детишками детишки детишки какой подарок купить нашу маму маме они ему и говорят самый классный подарок будет эта машина но он подумал прикинул да и и для дома хорошо и подарок же будет пошёл в салон аллё там классная машина решил прикинуть сколько стоит спросил менеджера он говорит это классную машину там стоит очень дорого назвал цену триста тысяч долларов муж велик и решил что это слишком дорого для него и купил маленькую машинку игрушечного очень супер подарил жене не знаю рада ленинграда была она в свечке забыли сюда
37,Pic-RUS_10-f_Ski-R.zip,рано утром в восемь часов парень проснулся решил что надо заняться здоровьем поехать покататься на лыжах по пути он позавтракал встретил своих друзей они с ними выпили классно так хорошо и уже хорошенько набравшийся он решил скатиться в самый крутой горки едет ездит уже такой хороший по этой ну и конечно в результате сломаный лыжи но многие в гипсе приехали мсч опцию там всё закрутили завязали самое короче на несколько лет вылетела второй
